item_id,order_id,product_id,quantity,unit_price,discount_percent
87,752,33,2,255.66,67
88,573,15,4,198.7,47
89,640,28,1,69.37,49
90,712,29,3,485.84,25
91,643,42,1,472.91,13
92,4,47,4,151.38,42
93,675,19,2,169.9,19
94,301,31,4,474.77,81
95,141,13,5,423.45,58
96,478,8,1,279.54,52
97,514,50,5,488.72,4
98,255,24,2,116.65,45
99,514,42,4,413.07,26
100,790,30,2,150.58,30
101,300,49,2,222.71,34
102,18,37,4,215.88,71
103,367,5,1,127.01,43
104,106,19,2,378.5,50
105,454,22,4,323.01,0
106,340,34,1,314.88,7
107,387,30,5,211.25,73
108,516,16,1,383.16,69
109,593,28,2,467.38,81
110,106,43,1,480.8,51
111,59,7,4,294.05,69
112,367,5,1,420.39,40
113,505,21,4,298.79,61
114,427,44,3,326.74,74
115,188,31,1,426.71,98
116,154,27,3,393.7,23
117,324,2,3,309.24,49
118,451,1,2,499.85,84
119,184,38,4,463.02,96
120,367,46,5,91.68,42
121,207,45,5,96.58,44
122,401,14,3,138.15,35
123,717,33,4,64.29,26
124,279,39,2,47.6,24
125,10799,42,3,199.89,11
126,311,5,4,425.08,26
127,38,49,5,143.61,99
128,800,14,2,490.26,85
129,292,41,4,26.19,0
130,147,8,1,424.64,87
131,138,41,1,164.79,52
132,790,21,1,97.79,3
133,656,14,2,13.7,70
134,571,37,4,384.84,36
135,651,49,1,457.11,61
136,46,38,2,156.61,34
137,98,27,4,18.91,40
138,74,21,5,271.77,75
139,177,25,3,423.66,95
140,188,9,5,385.74,41
141,707,2,3,187.48,69
142,464,10,1,46.35,56
143,316,42,5,428.35,11
144,476,21,3,463.02,33
145,143,39,4,294.25,55
146,23,35,1,487.74,23
147,635,30,5,292.22,32
148,396,12,2,347.95,67
149,540,36,4,332.83,89
150,389,38,3,410.6,45
151,214,19,2,383.42,3
152,199,38,2,212.48,92
153,477,2,1,283.72,21
154,260,50,5,183.36,66
155,711,13,3,462.54,12
156,449,16,4,386.61,9
157,273,37,2,343.67,3
158,217,1,2,390.91,87
159,184,12,1,412.34,8
160,10,44,2,12.4,78
161,229,10,3,133.16,23
162,221,40,4,329.47,5
163,569,30,3,432.67,20
164,700,44,3,168.97,64
165,620,7,3,369.88,95
166,92,35,3,267.41,4
167,239,20,4,160.65,67
168,64,25,5,270.81,93
169,39,24,3,364.93,69
170,504,22,5,464.24,39
171,161,35,1,319.87,11
172,13,45,2,105.21,15
173,208,27,2,377.58,72
174,695,14,2,220.6,26
175,199,25,2,471.92,52
176,185,37,5,303.7,79
177,35,24,3,39.15,25
178,615,45,1,119.69,36
179,142,16,4,94.63,43
180,767,19,5,404.2,21
181,569,38,5,340.06,73
182,768,26,2,364.06,26
183,675,43,3,409.72,59
184,574,39,3,360.08,87
185,493,33,1,323.84,5
186,734,5,2,421.37,26
187,574,18,4,242.68,21
188,408,34,4,443.55,0
189,388,30,2,171.6,68
190,1,10,3,185.6,90
191,478,48,1,26.86,5
192,679,34,3,430.07,71
193,205,26,5,479.27,7
194,73,50,5,492.62,70
195,671,29,2,59.32,71
196,581,11,2,455.42,65
197,380,39,4,103.01,4
198,163,40,4,463.44,89
199,249,10,1,288.92,39
200,236,19,4,208.18,3
201,507,13,1,260.62,17
202,491,23,4,170.34,29
203,140,4,3,134.65,99
204,393,33,5,409.14,93
205,681,28,5,338.51,63
206,49,32,4,438.9,0
207,430,8,3,57.58,23
208,609,26,3,355.17,83
209,142,16,2,424.53,92
210,447,4,4,357.67,87
211,26,25,3,343.9,87
212,195,27,1,14.89,57
213,767,33,3,47.48,1
214,630,7,4,484.67,30
215,243,12,2,376.86,59
216,578,18,1,429.03,1
217,146,17,5,134.3,74
218,368,44,2,79.83,4
219,224,40,-4,284.38,45
220,426,49,4,255.18,52
221,275,20,1,224.15,76
222,68,9,4,421.4,43
223,428,47,5,197.05,37
224,453,27,5,337.94,40
225,431,44,2,492.02,4
226,281,9,3,22.88,68
227,124,49,4,20.55,24
228,480,27,5,26.65,95
229,333,40,3,417.99,22
230,339,8,3,412.44,53
231,250,40,2,255.58,92
232,239,34,4,64.81,82
233,560,34,5,185.07,6
234,337,21,4,218.14,57
235,78,22,4,298.41,55
236,749,49,2,353.61,78
237,134,45,1,351.43,52
238,719,37,3,433.29,74
239,479,2,1,132.72,54
240,638,35,2,366.93,19
241,400,12,3,48.66,23
242,77,45,4,362.51,50
243,126,4,2,241.46,33
244,611,1,3,268.73,77
245,597,47,1,102.41,31
246,656,7,5,162.73,55
247,546,20,4,368.61,83
248,532,1,3,13.09,83
249,479,27,4,401.62,75
250,741,13,-2,82.94,51
251,35,18,5,279.62,22
252,78,4,4,18.46,65
253,519,41,5,81.78,67
254,361,14,5,315.54,95
255,578,14,5,166.06,10
256,214,48,3,79.87,35
257,10799,2,5,498.42,79
258,484,14,-3,222.2,7
259,282,49,2,470.58,72
260,98,32,3,10.79,78
261,593,32,1,265.84,87
262,758,34,5,41.67,50
263,500,14,1,261.06,71
264,154,9,1,19.37,68
265,218,26,2,395.69,80
266,784,26,3,84.32,37
267,707,31,5,427.39,42
268,437,24,4,289.77,10
269,171,1,1,374.23,83
270,253,4,3,256.15,30
271,223,40,3,76.81,11
272,499,24,3,194.89,30
273,636,24,2,32.16,89
274,144,5,3,356.64,14
275,103,15,2,267.7,54
276,79,19,2,125.58,18
277,500,39,5,109.22,18
278,654,36,2,485.9,4
279,782,35,2,188.4,23
280,545,20,4,83.82,13
281,322,31,2,424.36,50
282,754,28,1,486.91,17
283,236,20,3,294.58,11
284,281,3,-5,471.08,27
285,272,45,2,308.71,4
286,571,1,4,230.15,42
287,315,37,4,240.0,31
288,655,15,1,310.86,65
289,88,12,2,176.54,49
290,577,37,2,489.05,47
291,506,4,3,147.33,82
292,543,11,3,280.73,38
293,534,19,2,328.71,58
294,531,3,1,37.76,68
295,31,32,1,221.64,8
296,785,48,2,375.07,93
297,661,38,1,388.79,62
298,264,16,5,55.89,62
299,127,24,3,383.49,61
300,625,18,5,93.47,65
301,666,34,5,373.43,35
302,1,3,4,282.33,81
303,771,20,2,323.09,31
304,649,1,5,138.41,1
305,84,13,5,362.77,48
306,10799,17,1,457.48,90
307,597,25,3,83.58,37
308,253,2,3,33.92,9
309,397,6,5,79.64,26
310,621,36,5,21.29,68
311,711,23,3,431.36,57
312,732,3,3,379.13,32
313,767,46,1,209.21,40
314,247,24,3,496.53,61
315,782,46,2,275.37,98
316,457,28,1,339.65,70
317,118,21,4,203.5,68
318,134,19,2,198.14,2
319,245,13,5,308.73,44
320,751,9,1,456.2,15
321,145,4,1,295.21,87
322,46,26,1,445.69,75
323,540,49,1,85.7,70
324,28,5,-1,219.82,64
325,147,8,5,340.96,49
326,10799,42,2,296.86,44
327,366,16,4,150.42,68
328,464,20,1,368.63,24
329,207,26,5,32.23,39
330,676,32,1,317.86,43
331,438,27,3,315.47,18
332,767,18,5,440.05,64
333,602,17,2,52.91,55
334,173,15,4,58.93,4
335,550,48,4,93.74,82
336,409,25,3,357.96,26
337,641,48,1,61.51,30
338,84,30,4,74.21,7
339,721,3,1,459.93,59
340,593,2,1,131.1,10
341,181,7,-3,199.31,93
342,414,28,2,123.9,77
343,759,38,3,192.89,70
344,335,11,2,145.87,97
345,336,13,2,94.61,82
346,215,24,5,486.51,84
347,467,49,4,187.33,66
348,491,33,5,251.66,40
349,485,5,2,375.44,77
350,297,13,4,82.94,78
351,765,30,5,63.55,27
352,154,30,5,182.11,88
353,654,21,5,25.13,46
354,120,6,2,315.08,79
355,42,4,3,28.09,36
356,776,19,3,351.59,62
357,646,45,1,220.93,94
358,146,29,3,382.76,63
359,30,37,4,455.63,63
360,46,1,4,22.98,76
361,762,49,3,287.0,70
362,144,42,2,144.12,47
363,777,23,3,357.84,42
364,637,40,4,469.68,0
365,152,37,1,112.39,97
366,331,20,3,96.01,24
367,233,15,5,122.55,89
368,440,13,5,118.04,82
369,239,34,4,465.32,0
370,675,22,4,184.81,70
371,3,2,2,436.88,12
372,692,15,5,113.54,28
373,352,23,4,113.27,21
374,555,7,2,164.97,37
375,53,28,4,363.85,5
376,778,20,2,492.6,48
377,59,23,3,446.56,22
378,163,25,5,19.8,50
379,648,13,5,57.24,43
380,80,4,2,359.16,43
381,413,27,1,401.78,53
382,580,45,1,343.55,45
383,15,27,4,199.36,13
384,117,22,2,277.95,83
385,110,26,3,461.94,64
386,121,24,2,158.42,27
387,205,19,2,458.17,5
388,350,23,4,225.56,59
389,675,14,4,282.38,78
390,17,37,3,128.44,36
391,622,8,3,359.83,14
392,476,14,3,327.4,10
393,269,8,3,376.87,86
394,290,34,2,434.33,49
395,518,46,5,477.48,41
396,129,36,4,425.08,11
397,570,48,1,57.19,20
398,78,33,1,104.11,53
399,444,31,2,397.21,33
400,341,5,5,496.34,83
401,178,28,5,13.51,92
402,673,38,1,243.68,60
403,83,17,2,497.01,21
404,352,16,4,252.74,78
405,63,18,2,459.67,1
406,56,8,4,371.23,97
407,620,35,1,210.72,91
408,491,25,2,469.07,23
409,137,16,5,488.86,69
410,10799,34,5,477.71,9
411,476,48,4,377.98,26
412,403,20,4,82.3,77
413,438,34,1,259.42,59
414,741,10,5,120.25,57
415,554,28,5,455.79,4
416,93,1,4,18.62,1
417,583,11,1,251.29,12
418,418,28,5,30.52,77
419,390,24,5,311.89,18
420,400,43,1,411.19,95
421,424,13,1,66.95,59
422,145,27,1,284.31,47
423,143,18,4,483.83,1
424,522,34,4,444.03,48
425,459,24,5,340.96,21
426,507,38,1,445.28,76
427,137,41,5,451.36,73
428,212,38,1,117.74,20
429,219,1,5,282.71,28
430,15,40,2,143.67,9
431,592,20,5,103.03,52
432,163,18,5,14.9,84
433,781,2,2,75.49,89
434,56,42,3,116.95,40
435,691,50,2,301.6,58
436,305,25,2,74.74,91
437,7,20,5,469.32,75
438,207,18,-1,436.89,73
439,10799,50,3,314.94,37
440,374,13,4,102.83,48
441,702,36,3,151.35,76
442,10799,14,5,24.3,21
443,760,30,2,269.55,92
444,573,35,3,354.65,4
445,455,30,2,272.19,37
446,215,41,-2,200.69,49
447,174,9,2,129.97,72
448,651,24,4,139.54,5
449,769,31,1,369.7,18
450,111,41,3,365.7,21
451,31,23,1,88.04,77
452,586,1,2,16.72,53
453,303,24,5,187.28,49
454,419,9,1,290.98,41
455,554,40,2,328.39,55
456,583,6,5,162.83,16
457,418,15,5,21.52,54
458,376,5,4,217.43,65
459,538,3,2,260.76,95
460,147,43,5,281.39,71
461,680,26,1,404.68,82
462,395,4,5,366.54,30
463,756,24,1,70.73,78
464,741,14,4,153.75,31
465,25,42,2,414.2,72
466,129,22,4,483.13,65
467,627,20,1,76.39,6
468,177,35,5,358.74,42
469,514,43,3,38.04,27
470,303,47,5,286.17,20
471,78,8,1,380.18,25
472,485,2,4,28.93,4
473,189,4,4,457.31,55
474,631,33,4,490.44,72
475,2,42,3,472.67,7
476,278,16,3,69.49,89
477,65,31,2,290.56,35
478,341,24,5,94.93,59
479,408,32,3,115.08,13
480,636,26,4,451.65,89
481,561,4,3,107.98,75
482,18,9,5,412.65,98
483,403,45,3,353.72,96
484,768,12,5,190.78,14
485,747,5,1,61.07,58
486,31,37,3,136.16,0
487,710,49,3,159.13,92
488,672,17,5,401.78,3
489,687,29,2,99.72,54
490,287,48,3,357.09,38
491,10799,13,3,446.2,82
492,771,18,5,465.98,27
493,145,35,1,33.25,3
494,271,27,2,28.24,48
495,679,10,2,482.49,87
496,466,8,3,164.83,72
497,125,14,1,204.98,67
498,477,17,5,15.74,85
499,800,20,2,353.98,30
500,622,30,5,227.08,83
501,314,7,-2,373.64,71
502,10799,20,3,286.78,37
503,305,18,3,395.67,38
504,477,37,3,406.52,56
505,255,10,1,468.78,72
506,199,29,1,395.72,14
507,272,13,4,280.08,43
508,147,23,2,319.57,19
509,773,4,2,301.54,80
510,175,18,4,261.98,89
511,284,6,3,142.57,8
512,546,20,1,73.83,95
513,667,35,4,403.41,93
514,370,2,1,154.95,80
515,573,20,1,416.58,2
516,717,11,5,285.79,21
517,352,30,2,285.92,46
518,580,6,5,206.19,76
519,426,32,5,210.26,85
520,590,11,-4,467.55,23
521,431,33,2,147.26,98
522,716,7,5,66.66,19
523,99,32,2,61.47,49
524,226,9,2,310.24,74
525,297,14,-1,255.98,82
526,669,46,3,15.39,1
527,259,45,4,466.77,19
528,678,32,5,413.53,80
529,111,33,5,215.66,50
530,509,13,4,451.12,5
531,704,6,3,349.65,11
532,746,4,5,151.19,36
533,57,34,5,136.95,18
534,694,5,-1,260.27,7
535,140,16,2,304.96,57
536,49,38,4,66.98,16
537,605,14,4,18.68,15
538,177,4,-5,247.31,73
539,700,36,1,193.96,58
540,104,47,2,309.77,23
541,531,20,4,442.54,66
542,397,8,1,235.19,97
543,140,44,4,194.6,53
544,96,3,5,40.21,83
545,22,15,3,440.29,59
546,361,20,3,376.21,63
547,201,36,2,11.71,21
548,367,44,1,375.24,26
549,747,21,4,232.24,94
550,798,16,5,390.72,72
551,193,45,5,182.58,61
552,692,44,3,209.67,14
553,396,43,3,460.78,0
554,122,32,5,28.78,97
555,2,2,1,378.35,48
556,199,16,1,435.61,18
557,70,7,3,107.01,62
558,69,34,4,33.62,22
559,479,48,3,367.54,37
560,555,50,5,191.25,52
561,234,20,5,174.45,40
562,92,47,3,455.6,44
563,617,31,2,20.0,51
564,640,11,1,245.36,85
565,573,17,1,272.76,11
566,12,30,1,247.02,8
567,625,47,5,70.39,28
568,268,4,5,188.41,18
569,110,28,5,143.85,74
570,408,4,5,123.36,30
571,759,32,1,79.21,60
572,739,18,2,477.95,37
573,508,12,5,171.07,32
574,800,2,1,356.3,94
575,656,17,2,116.86,66
576,291,45,2,36.3,6
577,398,17,1,141.12,45
578,575,2,5,215.09,87
579,256,7,3,330.62,52
580,439,23,1,311.58,42
581,195,48,2,359.51,60
582,664,22,1,263.87,70
583,617,33,3,139.94,97
584,131,17,4,47.07,76
585,605,25,4,52.18,60
586,780,18,3,234.71,46
587,580,2,-2,453.15,64
588,514,7,3,389.38,20
589,596,39,3,223.57,99
590,440,5,3,56.56,7
591,531,5,3,112.25,32
592,110,13,3,353.34,86
593,749,13,1,412.42,58
594,726,15,2,248.2,60
595,210,33,1,16.38,45
596,738,22,2,344.13,47
597,65,1,4,314.32,11
598,227,33,5,268.78,100
599,313,3,1,197.07,9
600,143,2,4,10.24,89
601,527,40,1,26.19,0
602,715,23,5,487.33,52
603,777,31,5,17.85,22
604,311,28,1,464.58,13
605,700,39,5,352.64,64
606,448,49,3,47.93,87
607,54,10,3,103.88,68
608,539,44,5,155.77,26
609,95,37,2,276.82,19
610,392,34,3,145.01,33
611,515,41,4,281.09,75
612,550,42,2,87.68,87
613,335,28,2,192.5,40
614,479,8,5,11.13,11
615,424,38,4,497.94,52
616,330,16,2,296.95,5
617,418,9,4,291.53,97
618,598,26,3,170.85,34
619,619,38,4,418.86,97
620,13,47,5,157.89,97
621,361,23,2,295.1,75
622,100,19,2,140.54,91
623,64,3,1,361.76,17
624,664,45,4,231.43,23
625,800,17,3,250.43,2
626,757,33,4,230.94,53
627,42,46,4,136.5,35
628,728,50,5,449.2,4
629,2,43,1,115.49,61
630,381,14,4,205.73,50
631,502,22,4,385.12,50
632,82,26,4,99.95,28
633,408,5,5,459.28,83
634,678,48,4,275.45,44
635,623,15,2,290.6,55
636,549,20,1,139.5,29
637,174,33,5,395.14,30
638,434,26,3,315.37,2
639,268,47,5,118.37,1
640,495,37,5,292.93,32
641,458,38,4,204.19,24
642,485,49,2,130.93,92
643,787,45,5,185.12,67
644,240,49,3,260.05,13
645,490,19,1,499.64,74
646,567,48,1,93.73,29
647,309,20,2,259.59,76
648,5,12,4,277.62,63
649,678,43,4,274.0,69
650,552,12,4,166.42,10
651,619,18,3,257.75,36
652,748,33,4,380.04,64
653,505,30,5,63.08,4
654,127,5,4,443.04,67
655,435,2,5,278.16,46
656,608,20,2,218.21,69
657,711,40,1,492.59,80
658,117,28,4,41.11,80
659,161,46,4,436.65,57
660,463,39,5,151.86,78
661,784,3,2,198.02,80
662,47,46,5,292.06,73
663,695,15,2,303.74,82
664,77,38,3,56.39,92
665,48,33,3,393.76,88
666,98,9,2,423.77,85
667,651,29,1,404.82,42
668,697,2,2,411.85,93
669,312,10,4,109.54,50
670,430,14,1,210.44,28
671,797,44,3,413.62,88
672,96,3,4,24.91,43
673,233,3,3,384.96,92
674,310,24,4,311.61,61
675,372,47,3,462.73,67
676,545,40,5,98.43,92
677,452,16,1,202.49,67
678,415,47,4,189.74,21
679,161,3,1,294.94,35
680,566,7,5,364.96,68
681,611,48,5,179.85,6
682,736,38,5,419.44,23
683,42,29,5,13.72,7
684,77,12,3,485.02,85
685,285,9,4,174.42,56
686,31,27,4,197.73,14
687,299,20,4,87.83,77
688,685,1,1,38.47,75
689,632,19,5,457.26,1
690,504,10,4,143.97,35
691,482,10,2,206.96,12
692,4,50,1,495.05,38
693,176,6,3,207.67,27
694,224,7,4,335.86,63
695,482,46,2,81.43,79
696,708,11,4,496.76,0
697,676,7,2,432.49,71
698,165,16,2,484.63,20
699,290,6,3,36.45,1
700,589,41,1,31.82,55
701,473,37,5,438.48,61
702,437,48,1,335.98,25
703,155,10,3,391.68,32
704,114,21,5,213.16,96
705,80,11,2,403.2,100
706,591,5,3,413.22,35
707,367,43,5,429.92,67
708,474,3,2,456.03,34
709,45,9,1,425.46,70
710,120,32,-4,170.87,99
711,440,44,1,87.33,33
712,790,27,4,405.28,33
713,291,14,3,377.18,100
714,528,34,1,294.26,17
715,274,48,4,422.44,56
716,113,24,2,444.35,82
717,776,35,4,262.41,65
718,533,9,5,498.86,78
719,583,12,1,88.46,44
720,295,32,4,132.22,39
721,735,5,1,323.27,85
722,205,5,-3,151.61,62
723,103,19,1,351.39,54
724,494,27,1,20.21,86
725,732,15,3,129.47,81
726,314,1,4,477.12,42
727,134,13,1,20.32,77
728,100,10,5,326.15,91
729,615,33,4,125.93,42
730,623,27,3,27.95,17
731,97,4,3,248.77,57
732,410,23,1,124.91,11
733,585,15,2,462.76,22
734,485,16,3,95.74,54
735,60,15,1,379.1,71
736,700,17,4,371.74,19
737,139,31,5,182.54,76
738,508,36,1,477.65,91
739,684,15,2,13.87,30
740,234,5,2,37.65,11
741,367,7,3,30.5,69
742,783,16,3,56.77,56
743,164,45,4,479.14,86
744,202,49,1,425.42,13
745,154,37,1,305.73,7
746,666,11,5,281.29,32
747,607,7,5,154.71,9
748,653,22,2,487.58,4
749,184,25,-3,357.28,74
750,262,8,5,11.94,32
751,550,24,4,457.15,81
752,519,35,1,224.3,75
753,133,26,2,39.65,87
754,18,37,1,95.67,17
755,316,47,5,62.0,93
756,330,14,3,425.28,5
757,562,40,2,233.75,79
758,104,5,2,169.62,98
759,227,23,5,215.21,74
760,141,38,5,492.65,57
761,628,19,2,264.14,57
762,143,17,3,128.45,72
763,460,16,5,147.46,17
764,614,16,2,90.39,43
765,699,31,5,370.33,54
766,517,35,4,129.16,59
767,90,7,3,162.99,47
768,350,39,2,219.1,28
769,482,22,4,232.79,42
770,202,22,1,251.9,15
771,609,11,2,78.25,68
772,716,28,4,71.59,1
773,733,34,3,58.01,43
774,241,37,3,230.8,33
775,472,33,4,473.05,100
776,152,44,5,245.09,40
777,147,12,3,178.52,91
778,368,32,2,346.17,25
779,584,5,5,318.36,92
780,153,28,1,439.51,9
781,722,9,4,103.01,51
782,716,43,-2,20.21,36
783,498,37,4,420.42,62
784,199,4,1,385.02,30
785,617,47,3,427.57,9
786,498,32,3,477.04,4
787,706,3,2,400.14,1
788,82,48,4,457.35,59
789,309,27,4,298.0,50
790,522,19,1,389.04,58
791,127,9,1,469.72,81
792,15,21,2,284.08,2
793,577,11,3,413.1,55
794,90,16,1,258.59,29
795,640,13,3,266.77,51
796,491,27,3,160.61,89
797,255,41,2,26.3,13
798,270,14,3,288.77,97
799,121,22,2,76.65,95
800,499,39,-4,478.44,83
801,521,27,3,108.88,33
802,566,24,3,411.62,67
803,83,27,5,182.69,10
804,14,21,4,458.89,11
805,249,22,2,452.44,78
806,343,49,5,193.81,94
807,631,10,2,247.17,89
808,38,13,1,198.98,26
809,283,14,4,491.64,83
810,590,24,2,199.21,78
811,768,11,5,106.79,57
812,44,23,5,61.13,75
813,269,5,3,106.09,52
814,525,16,5,484.89,85
815,492,15,3,151.32,52
816,98,10,5,195.3,62
817,411,41,1,484.9,82
818,122,13,4,211.04,87
819,166,20,2,254.13,91
820,635,28,5,398.44,48
821,465,21,1,406.96,18
822,591,24,3,13.0,8
823,303,20,5,292.19,55
824,194,5,2,287.09,76
825,201,13,-5,303.27,38
826,190,3,-3,271.09,77
827,751,29,2,67.0,51
828,174,14,5,387.69,39
829,262,3,5,261.81,44
830,117,41,1,412.07,92
831,304,21,4,460.78,5
832,753,39,5,424.77,19
833,94,23,2,337.91,89
834,324,38,2,47.41,86
835,578,36,5,196.16,16
836,90,50,3,218.38,79
837,309,25,5,276.25,34
838,624,18,2,398.35,20
839,111,16,2,103.09,4
840,90,3,5,80.02,68
841,378,44,4,169.76,57
842,91,6,-3,321.68,7
843,605,50,2,40.26,97
844,775,21,2,388.89,13
845,703,5,1,419.85,61
846,237,50,1,35.0,86
847,549,1,2,444.53,2
848,243,23,2,352.48,52
849,566,4,4,479.33,94
850,747,2,1,181.95,67
851,73,10,2,372.87,86
852,725,39,4,48.31,17
853,534,16,1,460.21,67
854,59,39,1,154.64,1
855,10799,34,-2,240.89,48
856,720,32,4,301.82,85
857,58,36,2,344.59,80
858,620,9,3,81.17,30
859,292,30,2,50.28,58
860,693,40,5,354.81,1
861,506,12,2,197.29,96
862,171,12,5,441.99,99
863,287,28,-2,369.52,30
864,797,11,3,23.32,5
865,773,1,2,109.09,90
866,442,40,4,336.59,9
867,407,45,2,272.15,27
868,687,32,4,152.25,63
869,242,13,4,491.54,49
870,148,8,2,16.52,37
871,800,31,3,70.05,22
872,742,26,1,467.85,53
873,97,11,4,275.85,92
874,322,2,2,288.89,11
875,487,22,4,277.78,90
876,406,27,3,42.76,37
877,164,41,5,157.94,77
878,225,12,5,169.16,34
879,378,11,1,389.6,100
880,375,20,5,464.79,53
881,357,16,5,153.44,100
882,44,8,5,275.67,17
883,272,13,2,357.87,33
884,572,44,5,438.33,34
885,747,43,5,393.49,7
886,270,43,4,222.01,24
887,499,42,4,163.23,85
888,222,36,1,453.26,23
889,75,2,3,196.79,93
890,158,3,2,106.39,78
891,133,43,3,236.31,40
892,261,40,4,43.94,44
893,10,23,2,448.39,73
894,723,4,4,460.81,16
895,318,12,-2,419.11,79
896,782,40,4,303.32,75
897,139,30,5,76.81,46
898,488,35,5,231.72,76
899,199,40,2,196.42,70
900,734,18,5,438.37,83
901,688,48,4,228.45,1
902,391,24,4,112.57,42
903,774,10,1,134.73,13
904,260,44,1,75.39,6
905,477,49,5,363.34,90
906,219,31,-1,373.66,88
907,516,10,1,459.54,34
908,440,46,4,191.13,39
909,315,18,2,448.91,45
910,221,15,1,236.59,90
911,628,13,2,309.05,80
912,780,18,2,371.05,23
913,558,13,5,122.24,18
914,9,4,4,79.38,59
915,28,38,1,315.95,60
916,639,42,3,209.1,4
917,708,12,3,496.04,34
918,675,9,1,254.67,87
919,728,3,3,440.41,12
920,620,24,1,315.9,82
921,567,11,3,419.59,20
922,745,21,3,125.36,97
923,62,10,4,310.3,57
924,150,45,3,234.23,3
925,254,42,2,420.18,47
926,37,41,5,172.26,82
927,141,15,3,428.03,15
928,472,46,5,118.31,28
929,681,30,4,279.87,50
930,124,20,4,57.85,84
931,42,5,4,319.82,78
932,448,2,5,323.57,34
933,396,41,3,353.51,39
934,253,46,4,457.38,73
935,311,43,4,436.4,23
936,649,3,5,41.09,36
937,21,18,3,278.05,69
938,391,5,4,116.51,58
939,251,30,1,490.11,16
940,647,10,1,330.01,71
941,731,48,3,240.67,53
942,114,18,1,377.09,25
943,285,8,2,407.97,15
944,194,18,1,116.35,85
945,466,8,4,65.28,92
946,471,29,5,408.39,7
947,661,12,3,26.22,86
948,121,29,1,485.28,60
949,411,10,3,300.8,71
950,448,35,2,77.25,89
951,121,7,1,221.89,22
952,722,31,1,31.5,19
953,718,25,4,256.45,92
954,790,3,-2,343.02,58
955,172,25,4,329.14,75
956,424,38,1,257.7,18
957,418,40,4,208.93,80
958,279,24,4,226.36,21
959,530,29,2,144.39,67
960,507,23,4,405.0,80
961,558,44,2,272.79,24
962,313,37,1,111.48,7
963,682,47,5,105.22,25
964,680,28,1,95.55,66
965,733,48,2,92.97,38
966,646,24,4,432.44,66
967,69,8,5,208.79,40
968,654,37,1,151.44,55
969,242,25,3,183.07,88
970,688,24,2,496.24,9
971,787,18,2,73.77,30
972,45,42,1,98.15,86
973,263,14,-2,493.5,60
974,351,34,4,314.78,59
975,448,23,4,153.47,29
976,563,28,2,369.63,66
977,184,1,3,61.61,55
978,134,8,3,218.35,14
979,150,2,3,112.89,32
980,773,40,5,120.97,100
981,9,41,4,67.84,95
982,570,5,5,402.73,99
983,332,3,3,310.21,98
984,297,42,5,46.51,57
985,618,4,2,396.03,93
986,677,21,2,21.04,40
987,702,44,2,391.89,17
988,747,6,2,189.94,3
989,742,41,2,363.55,24
990,258,34,1,293.0,35
991,590,11,5,207.69,37
992,598,15,1,460.06,39
993,572,45,4,54.72,19
