order_id,customer_id,order_date,status,region_code
114,77,2022-04-02,RETURNED,WEST
115,240,2023-09-03,RETURNED,NORTH
116,287,2025-06-26,PLACED,NORTH
117,486,2023-02-14,RETURNED,WEST
118,78,2026-01-27,RETURNED,WEST
119,233,2025-05-30,DELIVERED,SOUTH
120,474,2024-11-08,CANCELLED,WEST
121,490,2024-12-24,SHIPPED,NORTH
122,311,2023-04-07,SHIPPED,NORTH
123,158,2026-04-22,RETURNED,WEST
124,460,2023-04-08,RETURNED,NORTH
125,169,2023-01-21,DELIVERED,WEST
126,78,2023-05-15,RETURNED,SOUTH
127,416,2024-08-31,SHIPPED,SOUTH
128,481,2025-10-19,PLACED,WEST
129,404,2024-10-22,SHIPPED,EAST
130,266,2024-05-07,PLACED,EAST
131,312,2026-05-13,RETURNED,SOUTH
132,179,2023-08-14,CANCELLED,NORTH
133,190,2025-04-10,RETURNED,SOUTH
134,192,2025-06-17,SHIPPED,SOUTH
135,254,2025-07-16,CANCELLED,EAST
136,185,2025-08-26,DELIVERED,EAST
137,225,2023-07-18,SHIPPED,NORTH
138,-1,2023-05-17,SHIPPED,SOUTH
139,221,2025-09-27,PLACED,SOUTH
140,473,2023-08-04,RETURNED,WEST
141,370,2025-11-13,RETURNED,WEST
142,-1,2023-08-06,PLACED,SOUTH
143,470,2024-05-10,DELIVERED,EAST
144,192,2025-06-10,CANCELLED,EAST
145,234,2025-06-11,PLACED,SOUTH
146,219,2022-03-03,DELIVERED,EAST
147,218,2023-06-25,CANCELLED,WEST
148,105,2026-03-09,DELIVERED,WEST
149,95,2023-06-25,RETURNED,EAST
150,16,2023-08-11,RETURNED,EAST
151,386,2024-08-17,SHIPPED,EAST
152,354,2026-06-24,CANCELLED,EAST
153,117,2023-05-24,RETURNED,EAST
154,274,2025-08-22,SHIPPED,SOUTH
155,488,2023-04-02,PLACED,NORTH
156,317,2024-07-16,SHIPPED,WEST
157,350,2025-11-26,RETURNED,SOUTH
158,423,2024-06-24,RETURNED,NORTH
159,201,2025-10-27,PLACED,SOUTH
160,88,2024-05-11,DELIVERED,NORTH
161,16,2026-06-09,RETURNED,NORTH
162,411,2024-09-06,DELIVERED,WEST
163,386,2022-03-04,SHIPPED,NORTH
164,-1,2026-01-18,DELIVERED,WEST
165,34,2023-10-19,SHIPPED,NORTH
166,338,2026-01-28,DELIVERED,SOUTH
167,437,2023-10-06,SHIPPED,WEST
168,445,2026-03-08,PLACED,EAST
169,3,2026-04-08,SHIPPED,SOUTH
170,-1,2026-04-16,RETURNED,EAST
171,164,2025-07-06,PLACED,NORTH
172,-1,2024-04-25,PLACED,SOUTH
173,230,2025-06-05,PLACED,NORTH
174,1,2025-12-18,SHIPPED,EAST
175,374,2025-12-05,SHIPPED,NORTH
176,466,2025-11-14,PLACED,SOUTH
177,171,2023-05-24,PLACED,EAST
178,84,2024-07-12,SHIPPED,EAST
179,307,2026-03-06,RETURNED,NORTH
180,387,2023-06-16,RETURNED,EAST
181,234,2023-03-18,DELIVERED,SOUTH
182,225,2023-12-29,SHIPPED,NORTH
183,229,2026-02-08,CANCELLED,SOUTH
184,394,2022-04-09,CANCELLED,SOUTH
185,106,2025-09-01,RETURNED,NORTH
186,242,2023-05-23,SHIPPED,EAST
187,118,2023-09-29,SHIPPED,SOUTH
188,114,2024-06-27,DELIVERED,WEST
189,411,2023-11-22,DELIVERED,NORTH
190,295,2026-06-23,PLACED,EAST
191,432,2026-06-16,DELIVERED,SOUTH
192,379,2025-11-15,SHIPPED,NORTH
193,57,2025-10-02,SHIPPED,SOUTH
194,13,2025-10-28,PLACED,NORTH
195,10,2024-07-15,SHIPPED,EAST
196,116,2025-11-17,SHIPPED,EAST
197,380,2024-05-10,SHIPPED,NORTH
198,56,2025-05-28,RETURNED,WEST
199,54,2025-12-30,SHIPPED,NORTH
200,177,2026-03-29,SHIPPED,SOUTH
201,319,2026-04-23,PLACED,WEST
202,51,2026-06-18,PLACED,SOUTH
203,18,2025-12-15,PLACED,EAST
204,159,2026-03-10,CANCELLED,SOUTH
205,31,2024-10-05,RETURNED,EAST
206,442,2025-03-17,PLACED,WEST
207,50,2022-08-29,CANCELLED,SOUTH
208,431,2024-12-19,SHIPPED,NORTH
209,493,2022-03-22,RETURNED,EAST
210,346,2025-02-03,SHIPPED,WEST
211,62,2023-06-19,CANCELLED,NORTH
212,258,2024-01-26,PLACED,NORTH
213,394,2024-01-06,PLACED,SOUTH
214,59,2024-05-07,PLACED,EAST
215,378,2026-01-18,CANCELLED,NORTH
216,-1,2024-05-09,CANCELLED,SOUTH
217,346,2024-09-15,CANCELLED,NORTH
218,338,2025-07-21,PLACED,WEST
219,90,2025-01-21,PLACED,EAST
220,95,2026-01-17,CANCELLED,WEST
221,124,2024-06-19,SHIPPED,SOUTH
222,310,2023-03-13,PLACED,NORTH
223,290,2024-03-27,SHIPPED,SOUTH
224,-1,2023-01-20,DELIVERED,NORTH
225,409,2022-11-08,RETURNED,EAST
226,14,2024-11-18,DELIVERED,NORTH
227,140,2022-03-17,CANCELLED,NORTH
228,155,2023-02-13,DELIVERED,SOUTH
229,5,2023-03-11,DELIVERED,WEST
230,318,2023-02-20,CANCELLED,EAST
231,349,2024-12-15,PLACED,SOUTH
232,57,2023-08-27,CANCELLED,SOUTH
233,313,2026-05-31,PLACED,NORTH
234,486,2022-11-17,DELIVERED,EAST
235,72,2023-04-18,DELIVERED,EAST
236,328,2025-11-18,DELIVERED,NORTH
237,277,2024-04-03,CANCELLED,EAST
238,106,2023-01-13,PLACED,NORTH
239,22,2022-01-13,RETURNED,WEST
240,161,2025-06-14,RETURNED,SOUTH
241,270,2025-01-13,CANCELLED,EAST
242,117,2024-09-02,CANCELLED,WEST
243,261,2025-05-19,SHIPPED,EAST
244,282,2026-03-11,CANCELLED,EAST
245,204,2024-09-10,CANCELLED,NORTH
246,187,2026-06-15,CANCELLED,EAST
247,232,2026-03-05,CANCELLED,WEST
248,36,2022-04-29,DELIVERED,NORTH
249,121,2022-11-12,SHIPPED,WEST
250,221,2022-06-07,DELIVERED,SOUTH
251,332,2025-07-28,DELIVERED,EAST
252,119,2024-02-24,PLACED,NORTH
253,21,2023-12-15,CANCELLED,WEST
254,-1,2022-09-24,SHIPPED,SOUTH
255,313,2025-02-01,DELIVERED,WEST
256,471,2025-03-10,PLACED,WEST
257,89,2024-02-28,DELIVERED,SOUTH
258,71,2024-08-25,PLACED,SOUTH
259,256,2026-04-01,DELIVERED,SOUTH
260,-1,2023-02-02,DELIVERED,NORTH
261,43,2023-01-31,RETURNED,EAST
262,60,2024-05-18,PLACED,NORTH
263,186,2022-04-05,CANCELLED,WEST
264,396,2023-03-25,CANCELLED,WEST
265,185,2026-01-02,PLACED,EAST
266,264,2023-08-22,PLACED,WEST
267,343,2023-04-17,CANCELLED,NORTH
268,73,2022-07-01,SHIPPED,WEST
269,293,2026-01-04,SHIPPED,WEST
270,418,2023-03-09,PLACED,SOUTH
271,479,2023-04-12,PLACED,NORTH
272,87,2024-04-19,PLACED,SOUTH
273,422,2025-05-31,RETURNED,NORTH
274,28,2022-04-08,SHIPPED,SOUTH
275,433,2024-06-10,RETURNED,EAST
276,448,2025-04-27,SHIPPED,EAST
277,296,2025-05-12,PLACED,WEST
278,175,2022-01-11,SHIPPED,EAST
279,432,2024-10-22,SHIPPED,NORTH
280,171,2024-01-28,RETURNED,SOUTH
281,333,2024-11-05,PLACED,SOUTH
282,3,2023-01-04,DELIVERED,WEST
283,114,2022-09-06,SHIPPED,WEST
284,-1,2022-09-15,RETURNED,SOUTH
285,478,2024-01-11,PLACED,EAST
286,235,2026-07-01,SHIPPED,EAST
287,493,2022-07-11,CANCELLED,WEST
288,316,2024-05-15,PLACED,SOUTH
289,201,2025-02-09,DELIVERED,SOUTH
290,27,2025-09-13,PLACED,NORTH
291,405,2024-11-21,CANCELLED,NORTH
292,364,2025-12-08,DELIVERED,WEST
293,396,2024-02-08,SHIPPED,NORTH
294,18,2024-04-16,SHIPPED,SOUTH
295,139,2024-08-16,PLACED,NORTH
296,353,2025-08-24,DELIVERED,NORTH
297,483,2025-01-25,SHIPPED,NORTH
298,334,2025-08-28,SHIPPED,SOUTH
299,31,2022-03-12,SHIPPED,NORTH
300,89,2024-07-06,CANCELLED,SOUTH
301,86,2024-10-21,DELIVERED,EAST
302,286,2023-07-21,RETURNED,NORTH
303,420,2026-04-23,RETURNED,EAST
304,133,2024-03-09,SHIPPED,NORTH
305,134,2023-12-21,CANCELLED,NORTH
306,209,2022-02-04,PLACED,EAST
307,104,2024-07-13,DELIVERED,WEST
308,57,2023-10-04,DELIVERED,WEST
309,367,2024-05-05,DELIVERED,SOUTH
310,222,2023-05-27,RETURNED,NORTH
311,117,2023-05-29,RETURNED,EAST
312,70,2023-01-09,SHIPPED,NORTH
313,77,2023-02-11,DELIVERED,EAST
314,496,2024-03-04,CANCELLED,WEST
315,88,2025-06-04,SHIPPED,EAST
316,462,2022-01-10,DELIVERED,EAST
317,441,2022-06-19,CANCELLED,WEST
318,402,2023-02-02,DELIVERED,WEST
319,461,2022-12-07,SHIPPED,NORTH
320,85,2026-01-25,SHIPPED,NORTH
321,483,2025-09-02,DELIVERED,SOUTH
322,346,2025-05-09,CANCELLED,SOUTH
323,496,2024-08-08,CANCELLED,NORTH
324,82,2024-06-15,DELIVERED,WEST
325,48,2023-01-31,CANCELLED,EAST
326,484,2026-05-23,CANCELLED,NORTH
327,33,2022-10-09,SHIPPED,NORTH
328,483,2026-06-15,RETURNED,WEST
329,158,2025-11-23,DELIVERED,SOUTH
330,142,2022-01-29,SHIPPED,NORTH
331,162,2024-03-13,SHIPPED,SOUTH
332,74,2023-10-01,CANCELLED,WEST
333,52,2022-12-23,DELIVERED,WEST
334,75,2024-03-06,RETURNED,WEST
335,382,2024-05-28,DELIVERED,EAST
336,-1,2026-02-21,DELIVERED,NORTH
337,291,2022-02-23,RETURNED,NORTH
338,340,2023-01-27,SHIPPED,EAST
339,421,2024-05-10,RETURNED,SOUTH
340,484,2024-01-26,RETURNED,WEST
341,123,2023-07-20,PLACED,NORTH
342,182,2022-05-04,DELIVERED,SOUTH
343,158,2025-09-17,RETURNED,WEST
344,289,2025-01-24,DELIVERED,EAST
345,141,2024-04-19,DELIVERED,SOUTH
346,336,2025-02-19,SHIPPED,SOUTH
347,495,2022-11-27,SHIPPED,NORTH
348,399,2025-05-10,RETURNED,SOUTH
349,193,2026-02-25,SHIPPED,WEST
350,332,2023-02-19,DELIVERED,WEST
351,499,2025-06-29,SHIPPED,NORTH
352,359,2025-09-02,SHIPPED,EAST
353,436,2026-03-27,DELIVERED,WEST
354,154,2025-08-11,SHIPPED,SOUTH
355,6,2026-04-04,RETURNED,WEST
356,98,2025-08-04,CANCELLED,EAST
357,76,2024-09-10,SHIPPED,NORTH
358,48,2022-06-25,SHIPPED,WEST
359,344,2025-07-15,PLACED,EAST
360,38,2025-01-09,SHIPPED,SOUTH
361,132,2022-07-27,PLACED,NORTH
362,403,2023-02-08,CANCELLED,SOUTH
363,326,2025-06-27,RETURNED,NORTH
364,102,2025-12-14,DELIVERED,NORTH
365,353,2023-06-18,SHIPPED,EAST
366,25,2023-08-14,RETURNED,NORTH
367,191,2024-09-04,RETURNED,NORTH
368,298,2025-04-18,SHIPPED,EAST
369,11,2022-09-29,CANCELLED,EAST
370,237,2024-11-30,CANCELLED,EAST
371,425,2023-11-23,RETURNED,WEST
372,425,2022-04-06,SHIPPED,NORTH
373,179,2025-11-07,PLACED,EAST
374,295,2023-11-15,CANCELLED,NORTH
375,169,2024-10-03,DELIVERED,SOUTH
376,498,2025-06-14,SHIPPED,WEST
377,160,2022-08-01,PLACED,NORTH
378,266,2026-04-28,RETURNED,WEST
379,472,2023-04-25,CANCELLED,SOUTH
380,457,2023-11-06,SHIPPED,NORTH
381,36,2024-02-13,SHIPPED,EAST
382,5,2025-11-13,RETURNED,SOUTH
383,428,2023-10-15,RETURNED,EAST
384,457,2025-08-29,DELIVERED,SOUTH
385,8,2022-09-04,CANCELLED,NORTH
386,340,2024-12-26,RETURNED,WEST
387,126,2025-05-12,CANCELLED,EAST
388,39,2023-08-13,PLACED,NORTH
389,451,2023-09-29,SHIPPED,EAST
390,130,2023-05-02,PLACED,SOUTH
391,142,2023-02-26,DELIVERED,EAST
392,469,2023-09-03,CANCELLED,WEST
393,338,2024-04-09,RETURNED,NORTH
394,-1,2022-07-02,RETURNED,EAST
395,222,2025-12-26,CANCELLED,EAST
396,171,2025-02-07,RETURNED,NORTH
397,35,2024-04-09,DELIVERED,WEST
398,300,2026-04-14,DELIVERED,EAST
399,456,2025-12-15,RETURNED,EAST
400,40,2024-06-23,DELIVERED,SOUTH
401,142,2023-03-21,SHIPPED,EAST
402,142,2025-12-22,CANCELLED,SOUTH
403,153,2022-08-04,SHIPPED,WEST
404,429,2023-06-10,PLACED,WEST
405,445,2024-09-14,CANCELLED,EAST
406,233,2026-02-26,CANCELLED,EAST
407,95,2022-08-11,SHIPPED,WEST
408,488,2026-05-20,RETURNED,EAST
409,361,2025-09-12,DELIVERED,NORTH
410,420,2024-04-07,CANCELLED,WEST
411,368,2024-08-03,DELIVERED,EAST
412,456,2024-11-19,CANCELLED,EAST
413,409,2024-05-20,CANCELLED,SOUTH
414,-1,2023-03-29,RETURNED,SOUTH
415,51,2025-09-22,PLACED,EAST
416,398,2023-06-30,CANCELLED,WEST
417,138,2023-02-09,DELIVERED,NORTH
418,166,2026-05-06,RETURNED,EAST
419,270,2025-02-26,SHIPPED,SOUTH
420,376,2026-01-09,RETURNED,SOUTH
421,1,2023-05-10,SHIPPED,SOUTH
422,323,2023-12-23,CANCELLED,SOUTH
423,393,2024-05-23,CANCELLED,NORTH
424,118,2022-08-27,SHIPPED,NORTH
425,175,2022-04-02,PLACED,SOUTH
426,109,2025-11-26,SHIPPED,WEST
427,209,2025-06-03,PLACED,NORTH
428,54,2022-12-17,SHIPPED,EAST
429,43,2022-01-03,SHIPPED,NORTH
430,293,2022-03-04,RETURNED,NORTH
431,102,2022-12-28,PLACED,SOUTH
432,6,2024-02-12,DELIVERED,SOUTH
433,42,2026-03-18,DELIVERED,EAST
434,343,2025-05-08,RETURNED,EAST
435,457,2023-12-11,DELIVERED,SOUTH
436,247,2022-11-12,CANCELLED,NORTH
437,277,2024-01-28,CANCELLED,EAST
438,29,2025-06-15,CANCELLED,EAST
439,13,2023-12-05,DELIVERED,NORTH
440,307,2024-05-25,DELIVERED,NORTH
441,482,2022-03-21,CANCELLED,EAST
442,333,2026-01-02,PLACED,SOUTH
443,370,2026-03-04,PLACED,WEST
444,300,2023-09-11,DELIVERED,SOUTH
445,452,2026-01-04,RETURNED,NORTH
446,123,2025-02-24,RETURNED,WEST
447,253,2024-12-12,CANCELLED,NORTH
448,454,2026-04-05,SHIPPED,EAST
449,139,2024-10-21,PLACED,NORTH
450,269,2022-08-11,SHIPPED,NORTH
451,96,2024-11-16,CANCELLED,SOUTH
452,-1,2024-10-28,RETURNED,WEST
453,434,2025-09-04,SHIPPED,NORTH
454,196,2026-03-27,CANCELLED,SOUTH
455,122,2025-10-13,PLACED,WEST
456,21,2023-01-01,PLACED,WEST
457,243,2025-12-10,PLACED,EAST
458,247,2022-12-31,SHIPPED,SOUTH
459,442,2025-04-21,RETURNED,NORTH
460,456,2022-07-29,CANCELLED,EAST
461,88,2024-11-15,DELIVERED,NORTH
462,67,2023-05-09,CANCELLED,SOUTH
463,52,2024-08-18,RETURNED,NORTH
464,324,2025-11-02,PLACED,SOUTH
465,474,2022-09-24,CANCELLED,NORTH
466,148,2026-07-06,DELIVERED,SOUTH
467,66,2024-10-12,SHIPPED,WEST
468,280,2025-09-30,PLACED,NORTH
469,56,2024-06-11,SHIPPED,WEST
470,106,2024-04-02,DELIVERED,EAST
471,266,2026-10-06,RETURNED,SOUTH
472,157,2022-11-03,SHIPPED,NORTH
473,105,2026-03-24,RETURNED,NORTH
474,76,2024-06-11,CANCELLED,NORTH
475,116,2022-08-15,DELIVERED,SOUTH
476,361,2026-05-05,CANCELLED,SOUTH
477,452,2023-06-28,DELIVERED,NORTH
478,335,2022-01-17,CANCELLED,NORTH
479,300,2025-10-27,SHIPPED,EAST
480,448,2026-05-28,SHIPPED,WEST
481,271,2022-11-03,PLACED,SOUTH
482,217,2025-01-04,DELIVERED,WEST
483,418,2023-05-13,CANCELLED,EAST
484,84,2025-03-01,SHIPPED,SOUTH
485,221,2024-01-26,SHIPPED,WEST
486,323,2024-03-02,CANCELLED,NORTH
487,242,2024-04-26,CANCELLED,NORTH
488,411,2024-08-05,CANCELLED,EAST
489,45,2026-02-12,RETURNED,EAST
490,-1,2026-02-17,RETURNED,EAST
491,251,2022-10-28,SHIPPED,NORTH
492,125,2023-09-23,DELIVERED,NORTH
493,188,2022-05-13,SHIPPED,SOUTH
494,148,2023-07-22,SHIPPED,WEST
495,331,2023-04-26,RETURNED,SOUTH
496,339,2022-03-21,DELIVERED,WEST
497,301,2023-08-06,DELIVERED,WEST
498,126,2023-07-21,SHIPPED,EAST
499,356,2024-10-11,SHIPPED,SOUTH
500,352,2023-02-28,RETURNED,SOUTH
501,344,2022-03-10,SHIPPED,EAST
502,289,2022-09-01,CANCELLED,NORTH
503,427,2022-12-26,PLACED,WEST
504,491,2025-05-29,PLACED,EAST
505,284,2022-01-29,CANCELLED,EAST
506,10,2024-07-26,DELIVERED,NORTH
507,-1,2022-05-06,PLACED,NORTH
508,408,2024-02-17,CANCELLED,NORTH
509,363,2022-02-04,CANCELLED,EAST
510,381,2023-05-25,DELIVERED,SOUTH
511,336,2025-04-30,CANCELLED,SOUTH
512,481,2024-02-28,PLACED,SOUTH
513,200,2025-08-31,RETURNED,NORTH
514,441,2022-08-16,DELIVERED,NORTH
515,326,2022-11-21,CANCELLED,SOUTH
516,333,2022-07-30,CANCELLED,EAST
517,166,2024-05-18,PLACED,EAST
518,446,2024-04-25,DELIVERED,NORTH
519,94,2024-02-08,RETURNED,NORTH
520,101,2022-01-08,CANCELLED,NORTH
521,421,2025-10-05,SHIPPED,EAST
522,198,2023-03-28,CANCELLED,WEST
523,346,2024-04-07,SHIPPED,WEST
524,206,2025-01-14,DELIVERED,WEST
525,22,2023-01-16,CANCELLED,WEST
526,62,2023-03-06,DELIVERED,EAST
527,156,2025-09-06,DELIVERED,SOUTH
528,133,2024-10-04,RETURNED,SOUTH
529,123,2025-01-03,DELIVERED,SOUTH
530,401,2024-02-19,PLACED,EAST
531,436,2025-03-30,SHIPPED,NORTH
532,233,2024-09-26,CANCELLED,WEST
533,94,2022-10-28,DELIVERED,EAST
534,416,2024-04-07,PLACED,SOUTH
535,362,2024-05-15,PLACED,SOUTH
536,269,2025-12-01,PLACED,NORTH
537,272,2023-02-11,PLACED,NORTH
538,101,2025-10-26,DELIVERED,NORTH
539,207,2024-04-24,DELIVERED,WEST
540,369,2024-01-03,RETURNED,NORTH
541,203,2023-12-19,DELIVERED,NORTH
542,27,2025-09-10,PLACED,SOUTH
543,213,2025-02-09,RETURNED,SOUTH
544,433,2025-11-12,SHIPPED,NORTH
545,48,2022-03-31,PLACED,NORTH
546,80,2023-02-13,DELIVERED,EAST
547,-1,2023-06-14,CANCELLED,EAST
548,447,2022-05-22,DELIVERED,EAST
549,326,2023-06-29,DELIVERED,WEST
550,32,2025-12-24,CANCELLED,NORTH
551,469,2022-07-20,CANCELLED,WEST
552,326,2022-11-03,RETURNED,SOUTH
553,492,2022-11-23,DELIVERED,WEST
554,-1,2025-05-13,RETURNED,WEST
555,297,2022-08-06,SHIPPED,EAST
556,92,2024-03-23,DELIVERED,EAST
557,338,2024-08-26,CANCELLED,SOUTH
558,315,2026-03-15,CANCELLED,NORTH
559,431,2024-11-15,CANCELLED,NORTH
560,360,2025-01-18,PLACED,SOUTH
561,429,2025-05-02,SHIPPED,SOUTH
562,500,2023-02-25,PLACED,SOUTH
563,87,2022-01-04,DELIVERED,SOUTH
564,35,2023-01-03,PLACED,SOUTH
565,335,2025-02-08,DELIVERED,WEST
566,-1,2022-06-26,RETURNED,SOUTH
567,500,2024-11-29,CANCELLED,NORTH
568,223,2026-05-31,PLACED,SOUTH
569,171,2022-03-30,PLACED,SOUTH
570,484,2022-09-11,DELIVERED,SOUTH
571,90,2023-08-16,SHIPPED,WEST
572,-1,2024-06-19,SHIPPED,NORTH
573,163,2024-05-09,DELIVERED,NORTH
574,23,2023-01-12,PLACED,SOUTH
575,228,2025-01-08,DELIVERED,EAST
576,232,2023-04-21,RETURNED,SOUTH
577,170,2022-06-21,RETURNED,SOUTH
578,446,2023-08-10,PLACED,EAST
579,102,2022-02-13,DELIVERED,WEST
580,43,2022-12-01,SHIPPED,EAST
581,326,2023-07-30,DELIVERED,NORTH
582,314,2023-06-24,PLACED,EAST
583,453,2025-08-31,RETURNED,SOUTH
584,289,2025-03-03,CANCELLED,EAST
585,319,2026-02-17,PLACED,WEST
586,181,2024-06-15,PLACED,NORTH
587,477,2025-02-10,CANCELLED,WEST
588,90,2022-10-08,PLACED,SOUTH
589,-1,2022-09-26,SHIPPED,EAST
590,-1,2025-07-03,SHIPPED,NORTH
591,197,2025-06-09,PLACED,NORTH
592,100,2025-11-13,PLACED,NORTH
593,250,2025-06-20,RETURNED,EAST
594,141,2023-07-22,SHIPPED,SOUTH
595,359,2025-06-13,DELIVERED,WEST
596,407,2023-01-13,DELIVERED,SOUTH
597,179,2022-09-25,PLACED,SOUTH
598,306,2022-05-02,PLACED,SOUTH
599,291,2024-08-27,RETURNED,EAST
600,200,2025-06-16,DELIVERED,SOUTH
601,106,2024-01-17,RETURNED,EAST
602,348,2024-04-05,CANCELLED,NORTH
603,273,2022-10-03,CANCELLED,SOUTH
604,438,2025-06-18,PLACED,NORTH
605,-1,2022-01-03,DELIVERED,NORTH
606,151,2022-09-28,PLACED,EAST
607,96,2022-10-12,CANCELLED,NORTH
608,123,2025-01-28,PLACED,EAST
609,41,2025-06-30,PLACED,WEST
610,487,2024-07-05,CANCELLED,SOUTH
611,332,2022-07-29,RETURNED,EAST
612,464,2025-11-09,DELIVERED,SOUTH
613,233,2024-06-12,SHIPPED,WEST
614,471,2025-02-16,PLACED,NORTH
615,322,2023-07-13,SHIPPED,NORTH
616,473,2024-10-19,DELIVERED,SOUTH
617,467,2024-03-23,PLACED,WEST
618,77,2025-10-03,PLACED,EAST
619,171,2026-02-02,DELIVERED,EAST
620,346,2023-10-17,CANCELLED,WEST
621,316,2023-12-30,SHIPPED,NORTH
622,227,2025-06-14,RETURNED,EAST
623,363,2023-02-11,RETURNED,WEST
624,289,2026-05-24,CANCELLED,WEST
625,321,2022-06-30,RETURNED,SOUTH
626,117,2024-03-15,SHIPPED,NORTH
627,30,2023-06-04,PLACED,EAST
628,-1,2023-11-04,RETURNED,WEST
