item_id,order_id,product_id,quantity,unit_price,discount_percent
265,724,22,2,267.91,54
266,84,43,2,256.28,25
267,692,48,4,141.35,9
268,242,4,1,182.83,37
269,618,31,4,247.3,64
270,382,33,2,195.84,82
271,718,42,3,333.9,21
272,478,31,4,128.55,28
273,513,42,2,254.45,46
274,800,13,2,493.97,2
275,29,16,5,82.68,59
276,171,30,5,223.15,10
277,293,11,3,79.0,51
278,632,7,5,200.11,22
279,176,14,2,215.92,99
280,520,40,3,385.68,1
281,196,3,1,164.59,22
282,269,2,4,156.25,80
283,324,44,3,296.23,2
284,230,34,2,425.64,79
285,354,4,2,51.59,33
286,642,37,3,319.59,88
287,692,30,3,121.99,54
288,123,35,4,453.0,63
289,13,9,5,377.82,98
290,38,31,3,335.68,2
291,588,17,1,89.45,61
292,210,12,3,190.35,94
293,546,6,5,115.31,94
294,270,26,3,59.63,59
295,411,44,-2,166.52,77
296,331,26,2,185.93,41
297,636,39,3,35.86,64
298,109,41,3,162.43,87
299,178,22,1,415.78,87
300,88,23,3,43.59,7
301,302,35,2,130.05,76
302,538,44,3,112.8,12
303,5,2,3,417.89,42
304,631,4,4,261.64,89
305,629,18,3,424.25,99
306,344,41,1,262.66,94
307,531,45,5,362.55,43
308,351,47,2,403.07,4
309,155,25,1,362.73,8
310,491,48,5,478.9,28
311,373,13,4,310.22,22
312,74,21,2,430.64,72
313,469,31,4,226.65,9
314,247,13,2,69.83,24
315,709,39,2,299.63,20
316,404,16,2,136.51,26
317,49,46,2,151.47,73
318,231,22,3,346.41,27
319,698,16,1,398.7,95
320,598,16,4,95.11,71
321,480,23,5,468.45,56
322,92,35,2,436.52,15
323,522,36,1,483.02,88
324,7,38,1,125.52,10
325,132,14,2,479.54,60
326,392,23,2,104.75,31
327,613,29,2,400.23,85
328,781,22,2,200.28,69
329,104,6,1,458.32,94
330,598,1,4,331.85,59
331,205,47,1,377.74,69
332,654,4,5,317.91,65
333,356,46,5,459.26,43
334,306,24,-1,331.1,66
335,295,35,1,445.03,6
336,786,19,2,88.68,3
337,236,36,4,431.65,69
338,343,31,2,362.58,17
339,662,3,1,367.91,60
340,681,18,2,278.25,23
341,514,21,4,222.34,37
342,573,35,4,220.8,86
343,80,8,2,360.46,14
344,86,31,4,223.24,46
345,714,14,2,174.13,70
346,663,29,1,258.09,48
347,213,28,2,114.26,32
348,312,31,3,411.35,39
349,4,33,5,405.15,85
350,214,37,4,157.13,17
351,336,7,1,412.45,21
352,265,7,5,93.21,70
353,570,22,1,253.19,92
354,410,43,4,106.04,23
355,685,50,4,341.81,54
356,155,34,1,25.38,5
357,71,48,1,184.96,69
358,418,25,1,347.9,12
359,542,33,1,51.24,44
360,315,49,5,478.05,60
361,27,48,4,39.65,31
362,120,46,3,464.79,63
363,259,32,5,83.32,55
364,623,33,3,104.34,91
365,169,48,5,409.79,91
366,302,49,4,348.64,49
367,250,40,5,279.19,77
368,117,37,2,481.85,31
369,229,27,3,413.62,20
370,557,49,1,312.3,94
371,203,49,3,240.31,40
372,407,42,4,459.05,68
373,323,28,2,330.02,98
374,354,7,2,489.42,77
375,496,48,3,44.74,28
376,121,20,1,206.15,58
377,517,26,1,244.45,34
378,274,41,5,441.35,75
379,170,2,3,172.63,78
380,293,10,1,38.18,63
381,609,50,1,311.41,98
382,330,7,1,279.83,27
383,609,46,4,19.77,72
384,163,5,5,486.55,85
385,368,20,4,231.9,11
386,477,7,5,31.81,90
387,59,26,-1,329.83,95
388,785,45,2,347.74,37
389,4,19,2,228.82,61
390,486,3,3,439.37,41
391,416,38,4,161.9,9
392,253,2,3,359.34,12
393,250,22,3,415.53,100
394,370,14,1,477.8,100
395,541,47,5,341.05,4
396,84,7,4,101.64,99
397,323,11,2,313.58,53
398,465,8,1,36.14,55
399,301,31,2,439.79,57
400,629,30,5,53.15,32
401,269,25,1,318.26,65
402,686,23,2,158.5,99
403,142,49,2,400.43,8
404,549,46,3,498.92,73
405,438,34,3,137.68,100
406,756,18,5,178.3,89
407,366,46,3,150.73,19
408,484,23,4,425.44,27
409,705,36,5,155.51,4
410,407,25,5,383.34,67
411,467,9,2,69.57,26
412,351,49,4,207.96,85
413,463,34,3,444.2,19
414,365,15,1,305.05,34
415,59,2,4,328.02,58
416,490,14,2,443.53,52
417,343,6,1,120.72,83
418,30,48,1,416.64,94
419,692,3,3,63.48,14
420,500,33,1,310.73,28
421,438,49,5,366.19,72
422,92,5,3,183.46,47
423,47,43,2,69.82,99
424,485,30,5,187.81,0
425,595,5,2,411.02,31
426,499,50,1,354.73,67
427,200,5,3,409.84,95
428,318,18,4,308.23,44
429,324,19,5,101.3,27
430,574,15,3,345.26,32
431,710,1,3,461.38,16
432,5,17,5,128.21,7
433,800,23,4,98.83,13
434,519,23,1,485.65,34
435,778,39,5,470.69,72
436,330,42,3,369.74,94
437,177,23,4,122.18,97
438,525,9,-2,323.67,97
439,10799,34,4,370.46,1
440,544,41,1,39.81,39
441,58,15,3,417.58,2
442,626,44,2,156.63,57
443,524,33,5,473.29,12
444,619,43,4,205.78,44
445,461,32,5,331.6,79
446,457,18,4,203.47,77
447,639,4,2,267.33,89
448,323,15,2,237.48,14
449,727,10,3,76.57,10
450,400,45,2,315.27,23
451,171,12,3,204.01,29
452,481,8,5,374.38,34
453,129,6,2,479.53,51
454,125,6,4,25.06,80
455,161,46,3,399.36,87
456,300,26,1,432.32,68
457,21,24,1,362.91,8
458,445,10,5,246.17,61
459,600,45,1,244.18,27
460,221,33,1,95.95,3
461,528,42,2,351.69,61
462,149,50,3,385.3,85
463,712,30,1,498.33,21
464,560,30,3,416.72,19
465,774,37,3,218.95,74
466,761,4,4,27.76,27
467,62,37,1,448.65,4
468,480,35,4,328.88,2
469,45,14,-4,199.85,33
470,557,32,4,253.53,22
471,736,34,1,209.45,30
472,124,48,1,359.37,7
473,720,37,-3,14.47,38
474,373,40,5,208.26,75
475,10799,35,4,272.32,10
476,324,16,4,173.62,23
477,499,28,1,82.45,91
478,300,23,2,375.68,99
479,158,49,1,310.84,53
480,615,39,3,257.49,92
481,221,8,2,115.55,17
482,16,26,5,280.0,8
483,372,12,2,141.44,28
484,727,22,2,401.15,58
485,80,12,5,404.69,46
486,695,47,4,298.9,4
487,102,11,4,94.62,73
488,385,11,3,334.92,74
489,392,9,3,492.84,8
490,703,10,2,412.71,33
491,478,35,3,358.03,18
492,285,36,2,99.96,36
493,519,32,4,261.57,62
494,113,28,1,394.81,23
495,778,22,4,427.63,90
496,703,42,3,43.9,62
497,214,30,5,388.43,16
498,680,19,4,390.75,4
499,498,7,4,396.82,45
500,536,19,2,51.18,87
501,662,21,1,147.0,99
502,657,7,1,60.07,93
503,254,48,5,443.78,23
504,485,12,2,75.61,85
505,10799,40,3,133.03,30
506,484,7,5,109.44,39
507,622,48,1,495.68,62
508,95,37,4,325.01,66
509,670,22,4,369.76,64
510,25,25,4,384.66,30
511,374,10,3,267.19,36
512,527,32,1,204.37,46
513,135,28,5,31.24,7
514,261,4,3,289.07,13
515,565,45,2,396.48,56
516,345,23,5,38.23,63
517,650,37,4,227.59,78
518,100,30,2,133.25,53
519,766,8,3,45.59,38
520,3,30,2,415.56,87
521,634,22,1,358.22,78
522,62,45,5,280.76,88
523,718,7,1,112.76,62
524,570,27,3,257.09,77
525,591,20,3,357.07,79
526,503,48,5,439.91,27
527,18,11,5,151.75,9
528,469,28,4,78.1,46
529,672,20,4,468.81,56
530,471,8,1,416.84,25
531,7,25,2,53.4,73
532,158,44,5,299.0,77
533,571,27,-4,250.68,86
534,741,48,4,317.34,6
535,790,38,2,333.23,0
536,508,9,4,45.52,66
537,606,5,2,285.36,78
538,761,26,1,309.87,55
539,730,26,3,115.2,16
540,49,12,5,225.37,62
541,674,1,3,277.58,42
542,429,8,4,325.72,65
543,443,18,1,159.18,3
544,334,33,2,98.8,96
545,415,46,2,138.04,61
546,441,20,2,313.19,81
547,424,43,2,162.8,43
548,273,39,2,249.14,65
549,132,21,3,275.69,76
550,2,10,3,152.03,53
551,51,28,4,10.62,78
552,766,37,4,47.39,5
553,25,19,5,306.27,62
554,298,5,4,83.2,21
555,501,8,2,376.95,49
556,5,5,3,365.78,96
557,279,15,5,273.13,27
558,494,9,1,77.94,48
559,36,34,1,361.2,45
560,693,22,4,83.45,48
561,294,22,2,131.6,75
562,411,37,4,68.05,68
563,673,12,4,335.02,42
564,490,49,5,33.54,38
565,647,41,-5,252.39,72
566,710,5,2,291.04,49
567,344,6,4,355.21,30
568,425,13,5,385.89,83
569,487,38,4,176.99,52
570,29,20,1,175.33,76
571,280,44,1,461.83,16
572,723,40,3,496.07,37
573,448,23,2,94.89,40
574,474,17,5,19.82,29
575,381,43,1,330.49,76
576,517,38,4,429.04,36
577,389,41,4,61.27,12
578,187,16,1,158.92,81
579,471,23,1,79.6,43
580,217,39,4,457.72,97
581,268,44,3,91.1,53
582,410,14,3,20.57,28
583,448,24,4,231.1,4
584,107,32,3,330.41,78
585,79,36,1,60.02,37
586,263,20,5,155.18,92
587,645,16,3,311.68,99
588,661,26,1,378.0,98
589,721,29,4,337.02,62
590,607,40,1,243.17,31
591,30,10,1,477.92,59
592,275,9,5,23.62,36
593,174,28,5,76.66,92
594,657,9,2,29.48,77
595,526,42,4,307.62,96
596,609,24,5,207.87,60
597,569,36,1,254.28,26
598,16,14,4,387.33,38
599,555,33,3,470.42,92
600,484,33,3,192.73,40
601,766,26,1,161.4,76
602,769,2,1,253.86,70
603,240,38,1,11.81,45
604,156,40,1,196.12,55
605,571,40,1,312.23,19
606,709,22,2,66.08,48
607,635,15,5,38.55,68
608,293,37,4,145.17,31
609,29,29,4,328.34,66
610,721,36,1,395.88,34
611,555,49,5,497.91,0
612,672,28,1,130.62,80
613,599,16,-1,221.76,99
614,783,20,4,82.29,40
615,333,2,2,144.4,6
616,154,40,4,382.52,81
617,95,6,5,235.91,80
618,329,11,1,132.08,100
619,451,43,1,138.35,32
620,458,8,1,328.31,2
621,67,43,5,366.45,94
622,537,28,2,90.29,24
623,8,40,1,280.66,65
624,10799,8,1,250.85,29
625,663,34,1,448.56,38
626,129,4,4,70.44,68
627,304,16,1,115.25,44
628,291,42,4,222.35,59
629,702,29,4,215.22,3
630,282,24,4,354.21,81
631,110,22,-2,451.76,66
632,358,46,2,137.7,62
633,146,47,2,243.33,54
634,136,11,4,315.43,98
635,130,35,4,208.07,32
636,561,8,1,221.84,87
637,268,3,4,476.91,26
638,67,39,4,285.28,18
639,707,19,2,221.17,76
640,620,26,3,42.59,88
641,480,49,5,268.24,97
642,753,9,1,93.93,32
643,408,49,4,91.36,33
644,398,13,-1,78.48,12
645,597,24,2,266.04,57
646,578,43,3,158.84,78
647,396,22,3,355.5,45
648,158,35,4,472.37,5
649,143,3,3,365.2,85
650,583,32,3,39.65,5
651,422,22,5,211.31,17
652,464,18,1,175.43,70
653,532,13,5,62.32,15
654,322,35,5,214.28,19
655,672,15,5,208.18,86
656,548,46,-5,125.0,24
657,105,32,4,181.61,71
658,635,22,1,215.94,77
659,8,32,1,131.63,44
660,525,18,1,328.54,57
661,532,8,3,470.3,55
662,332,26,1,254.46,19
663,12,10,2,86.23,42
664,644,43,2,178.05,100
665,212,34,3,271.34,13
666,682,47,1,464.91,38
667,79,43,3,73.58,59
668,785,36,2,354.13,30
669,268,45,3,159.82,100
670,112,2,4,246.24,50
671,756,17,2,405.71,77
672,393,5,4,474.22,47
673,665,42,1,59.4,50
674,622,30,1,120.33,55
675,10799,26,1,256.19,34
676,7,39,2,186.86,27
677,559,33,-2,441.59,36
678,258,9,5,113.4,80
679,369,32,3,348.79,76
680,792,46,5,279.37,88
681,605,30,1,492.43,89
682,321,23,1,301.12,12
683,575,13,2,132.43,23
684,252,50,3,446.93,20
685,762,28,1,251.3,70
686,20,42,3,142.57,57
687,773,26,3,282.91,81
688,597,39,4,411.16,38
689,539,45,1,283.11,61
690,574,13,-1,329.32,4
691,340,40,3,139.47,53
692,392,7,5,426.68,72
693,129,42,5,433.6,55
694,334,28,-5,225.06,37
695,696,6,1,285.94,77
696,42,40,1,180.73,16
697,129,19,5,102.16,49
698,349,7,1,154.85,64
699,551,15,4,244.84,48
700,706,7,2,87.6,29
701,325,5,2,182.49,3
702,621,3,3,297.44,62
703,522,19,5,57.42,6
704,607,2,4,80.01,12
705,224,1,4,436.42,20
706,582,7,1,44.13,92
707,192,26,1,299.33,10
708,466,5,3,172.14,32
709,10799,14,5,195.94,60
710,248,1,3,240.78,74
711,548,47,4,438.0,56
712,677,5,2,439.43,34
713,247,12,1,80.49,38
714,11,35,1,341.53,48
715,616,48,2,312.86,74
716,307,44,3,296.59,41
717,99,13,5,322.04,32
718,771,47,2,311.9,20
719,10799,36,2,402.22,51
720,264,4,5,452.92,69
721,312,40,3,181.95,25
722,542,43,-1,213.55,84
723,200,1,-1,395.33,13
724,651,12,2,235.82,92
725,212,47,4,38.27,83
726,121,29,1,143.07,37
727,204,23,5,375.71,8
728,579,26,5,398.65,91
729,489,7,4,105.34,22
730,694,42,4,125.57,30
731,647,18,3,438.61,74
732,7,31,2,356.51,3
733,91,38,4,137.61,20
734,408,4,5,356.33,1
735,721,33,1,448.09,76
736,729,40,2,322.94,89
737,393,40,4,102.95,86
738,223,11,4,123.65,40
739,649,35,3,32.75,9
740,470,15,5,488.56,82
741,209,41,3,322.85,18
742,603,36,3,45.54,72
743,471,40,-5,493.65,1
744,75,15,2,185.36,51
745,703,49,4,72.07,3
746,486,11,4,384.75,16
747,737,27,4,391.47,18
748,274,33,1,410.0,70
749,42,50,4,192.07,91
750,19,26,1,458.11,59
751,162,7,2,407.41,76
752,10799,39,5,223.39,11
753,781,28,2,14.88,95
754,269,30,1,331.08,78
755,626,12,4,84.55,16
756,30,1,5,377.79,33
757,577,21,1,347.45,66
758,254,24,4,151.15,34
759,31,46,4,157.58,46
760,448,47,5,81.05,45
761,740,17,4,378.27,3
762,764,42,2,15.31,10
763,682,38,2,94.39,64
764,630,45,4,15.95,76
765,476,26,1,153.06,45
766,767,19,4,259.74,76
767,652,38,5,346.14,74
768,494,27,5,246.97,32
769,315,10,4,40.22,63
770,382,20,1,95.31,6
771,677,22,2,118.67,77
772,672,40,3,435.93,45
773,720,24,3,258.23,83
774,762,50,4,254.59,24
775,645,11,5,235.59,26
776,10799,34,5,494.22,84
777,776,37,4,473.06,45
778,457,47,5,340.38,100
779,216,14,1,193.42,44
780,309,6,3,194.74,44
781,388,43,4,338.57,55
782,777,23,5,298.86,82
783,259,6,2,465.2,83
784,264,26,5,306.39,84
785,590,23,2,331.16,97
786,205,24,4,252.05,8
787,522,41,2,203.2,16
788,160,19,1,323.46,50
789,112,4,5,385.34,6
790,153,36,2,491.67,74
791,19,26,1,53.39,73
792,200,10,5,82.12,90
793,145,14,4,95.14,63
794,643,44,1,399.53,11
795,247,7,5,187.72,36
796,767,40,1,329.64,30
797,424,48,1,353.94,7
798,761,16,2,414.45,14
799,272,21,1,153.06,21
800,213,39,1,131.05,49
801,163,46,3,213.54,29
802,239,27,5,392.57,26
803,199,31,1,455.86,14
804,31,2,4,365.59,62
805,323,18,1,217.57,30
806,526,12,4,415.23,51
807,454,42,4,155.1,76
808,553,18,3,417.48,57
809,140,26,2,331.24,12
810,780,16,2,397.53,9
811,556,50,3,403.99,71
812,480,4,4,323.44,99
813,423,20,4,20.15,3
814,510,36,4,437.61,54
815,587,7,2,285.05,74
816,718,48,5,202.1,75
817,544,25,4,243.89,54
818,709,7,4,71.19,64
819,777,35,3,454.8,30
820,59,8,5,383.09,91
821,310,7,4,411.28,52
822,282,14,4,316.25,18
823,424,45,5,22.89,41
824,92,5,5,286.74,48
825,26,9,4,358.57,54
826,750,15,3,376.47,58
827,10799,11,3,407.05,6
828,169,23,1,255.19,30
829,330,45,5,29.44,49
830,677,30,1,143.5,40
831,197,7,2,257.2,39
832,685,46,3,359.82,55
833,346,27,1,365.68,28
834,685,23,1,404.77,90
835,228,34,2,11.15,63
836,555,40,1,207.33,79
837,558,43,5,450.43,88
838,162,43,4,134.15,42
839,714,3,5,261.14,87
840,621,21,3,222.21,27
841,68,24,3,201.92,47
842,323,8,2,90.96,84
843,780,44,4,215.89,22
844,430,34,4,133.57,72
845,276,22,3,327.93,47
846,639,19,4,18.32,14
847,340,7,4,219.57,33
848,242,12,2,441.04,54
849,595,14,3,292.29,92
850,129,3,1,411.18,49
851,119,24,-3,248.05,47
852,734,11,3,311.01,45
853,768,44,3,118.54,75
854,558,31,1,90.29,93
855,659,14,2,224.32,2
856,603,44,3,243.0,93
857,675,40,1,339.78,7
858,387,22,1,298.07,86
859,225,45,2,404.58,22
860,73,44,5,494.33,99
861,581,28,5,39.78,93
862,108,45,4,86.58,61
863,162,22,2,493.58,21
864,683,22,2,447.29,97
865,125,7,1,401.19,26
866,40,45,5,337.84,80
867,25,8,5,116.01,81
868,506,43,2,202.62,91
869,491,14,3,473.28,37
870,163,26,5,353.96,7
871,127,7,1,39.14,8
872,151,33,3,320.14,44
873,144,46,1,363.31,95
874,480,19,2,316.79,82
875,560,24,4,210.15,53
876,673,21,5,447.47,19
877,130,27,1,461.84,38
878,749,25,5,302.68,84
879,390,50,2,90.15,70
880,448,5,2,465.75,60
881,714,7,1,15.37,86
882,667,1,3,244.07,63
883,470,15,4,285.88,39
884,553,19,4,394.65,41
885,448,9,3,405.87,44
886,450,11,3,297.52,84
887,327,5,2,110.65,43
888,343,17,2,384.07,18
889,764,27,4,384.18,82
890,482,2,2,96.31,92
891,416,31,1,429.26,7
892,419,39,4,74.69,81
893,256,50,3,281.26,3
894,523,46,4,214.7,1
895,402,9,1,232.44,39
896,365,46,2,235.41,19
897,343,17,-5,196.87,81
898,740,34,4,195.55,28
899,424,45,2,471.24,17
900,612,16,3,16.29,79
901,315,7,3,117.06,77
902,119,44,3,274.73,7
903,438,22,2,99.19,80
904,12,26,2,250.27,20
905,76,2,4,39.39,34
906,650,13,4,354.38,48
907,575,24,3,487.0,91
908,791,10,2,210.44,3
909,240,3,2,333.81,62
910,739,12,5,245.03,77
911,680,44,4,111.67,81
912,51,20,3,295.23,30
913,647,31,2,374.83,31
914,475,6,-5,91.52,81
915,423,20,5,24.68,44
916,440,41,5,79.36,20
917,765,17,5,232.25,3
918,417,8,1,42.93,76
919,281,47,2,489.8,64
920,225,47,5,459.0,70
921,577,8,1,471.45,33
922,288,16,5,401.01,21
923,386,10,4,423.82,45
924,577,16,1,327.35,79
925,545,14,4,279.59,49
926,268,43,5,498.33,79
927,310,5,2,399.55,72
928,660,14,5,329.78,29
929,132,38,4,199.31,6
930,325,49,2,456.04,11
931,755,10,4,204.58,47
932,273,4,3,115.14,0
933,418,18,5,46.05,60
934,472,19,3,411.18,95
935,148,15,5,361.62,48
936,402,35,2,410.21,5
937,326,4,3,289.86,55
938,240,22,2,454.8,94
939,720,47,3,158.31,36
940,196,1,2,75.52,47
941,677,8,4,311.3,22
942,528,47,4,172.95,9
943,314,5,4,485.22,87
944,775,39,4,336.0,10
945,407,18,3,472.42,78
946,351,14,1,478.67,6
947,639,17,3,105.1,73
948,662,33,-2,468.8,92
949,364,46,5,410.82,33
950,491,39,4,23.28,38
951,738,14,2,414.71,49
952,578,22,1,54.23,10
953,767,39,-1,234.5,12
954,288,7,4,81.94,20
955,389,34,2,192.53,49
956,779,48,1,201.83,24
957,589,19,3,421.52,67
958,489,20,3,86.24,98
959,214,50,2,307.13,25
960,10799,34,3,107.27,47
961,507,2,4,318.89,10
962,204,8,3,206.34,10
963,715,47,3,94.69,65
964,107,33,3,336.46,78
965,9,48,1,480.1,94
966,153,8,2,345.34,69
967,13,13,4,135.7,17
968,301,5,4,400.07,24
969,311,21,4,323.51,40
970,621,48,5,476.08,24
971,768,5,3,378.79,30
972,524,43,-2,475.81,73
973,684,7,5,178.84,36
974,463,2,3,138.07,12
975,532,10,3,213.47,96
976,97,18,1,203.27,32
977,667,43,5,408.21,72
978,360,8,2,218.78,34
979,340,30,2,308.08,49
980,670,22,2,20.4,60
981,244,3,2,388.08,61
982,639,34,-3,403.09,99
983,683,14,-2,320.62,69
984,600,1,3,144.56,29
985,87,9,4,458.93,93
986,544,2,2,94.42,93
987,388,50,5,476.59,16
988,422,13,3,14.65,38
989,770,37,4,398.8,73
990,439,17,3,16.98,44
991,295,13,1,237.58,61
992,534,25,2,270.77,27
993,579,50,2,270.19,92
